ID;CLASE;SUBCLASE;SUPERORDER;ORDER;SUBORDER;SUPERCOHORT;COHORT;SUBCOHORT;SUPERFAMILY;FAMILY;GENERA;SPECIE;G_SP;RESOURCE;METHOD;TAXONOMIC_LEVEL;Cita
439;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;quadricornuta;Oribatella quadricornuta;bac.;gut;SPECIE;21
440;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;quadricornuta;Oribatella quadricornuta;sap. fun.;gut;SPECIE;21
441;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;quadricornuta;Oribatella quadricornuta;litter;gut;SPECIE;21
442;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;sp.;Phthiracarus sp.;litter;gut;GENERA;21
443;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;sap. fun.;gut;SPECIE;21
444;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;litter;gut;SPECIE;21
445;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;bac.;gut;SPECIE;21
446;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Polypterozetoidea ;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;sap. fun.;gut;SPECIE;21
447;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Polypterozetoidea ;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;litter;gut;SPECIE;21
448;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Polypterozetoidea ;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;bac.;gut;SPECIE;21
449;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;sap. fun.;f.p.;GENERA;23
450;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;nemat.;f.p.;SPECIE;23
451;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;procornutus;Dendrolaelaps procornutus;nemat.;f.p.;SPECIE;23
452;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;strnzkei;Dendrolaelaps strenzkei;nemat.;f.p.;SPECIE;23
453;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;latior;Dendrolaelaps latior;nemat.;f.p.;SPECIE;23
454;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;zwoelferi;Dendrolaelaps zwoelferi;nemat.;f.p.;SPECIE;23
455;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;zwoelferi;Dendrolaelaps zwoelferi;nemat.;f.p.;SPECIE;23
456;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Lasioseius;sp.;Lasioseius sp.;coll.;mouth;GENERA;23
457;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Lasioseius;sp.;Lasioseius sp.;coll.;mouth;GENERA;23
458;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Lasioseius;berlesei;Lasioseius berlesei;nemat.;f.p.;SPECIE;23
459;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Lasioseius;sp.;Lasioseius sp.;nemat.;f.p.;GENERA;23
460;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Geolaelaps;sp.;Geolaelaps sp.;nemat.;f.p.;GENERA;23
461;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Cheiroseius;sp.;Cheiroseius sp.;nemat.;f.p.;GENERA;23
462;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Pachylaelapidae;Zygoseius;furciger;Zygoseius furciger;nemat.;f.p.;SPECIE;23
463;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Asca;nesoica;Asca nesoica;coll.;mouth;SPECIE;23
464;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Asca;nesoica;Asca nesoica;mites;mouth;SPECIE;23
465;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Asca;nesoica;Asca nesoica;nemat.;f.p.;SPECIE;23
466;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;Macrocheles;schaeferi;Macrocheles schaeferi;coll.;mouth;SPECIE;23
467;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;Macrocheles;schaeferi;Macrocheles schaeferi;nemat.;f.p.;SPECIE;23
468;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;Macrocheles;schaeferi;Macrocheles schaeferi;mites;mouth;SPECIE;23
469;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Gamasellodes;bicolor;Gamasellodes bicolor;nemat.;f.p.;SPECIE;23
470;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Gamasellodes;sp.;Gamasellodes sp.;nemat.;f.p.;GENERA;23
471;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Gamasellodes;vermivorax;Gamasellodes vermivorax;coll.;assay;SPECIE;23
472;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Gamasellodes;vermivorax;Gamasellodes vermivorax;nemat.;f.p.;SPECIE;23
473;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Protogamasellus;hibernicus;Protogamasellus hibernicus;coll.;f.p.;SPECIE;23
474;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Protogamasellus;hibernicus;Protogamasellus hibernicus;nemat.;f.p.;SPECIE;23
475;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Protogamasellus;mica;Protogamasellus mica;coll.;f.p.;SPECIE;23
476;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Parasitiae;Parasitoidea;Parasitidae;Pergamasus;sp.;Pergamasus sp.;coll.;mouth;GENERA;23
477;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Parasitiae;Parasitoidea;Parasitidae;Pergamasus;sp.;Pergamasus sp.;mites;mouth;GENERA;23
478;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Parasitiae;Parasitoidea;Parasitidae;Paragamasus;sp.;Paragamasus sp.;coll.;mouth;GENERA;23
479;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Parasitiae;Parasitoidea;Parasitidae;Paragamasus;sp.;Paragamasus sp.;mites;mouth;GENERA;23
480;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Protogamasellus;mica;Protogamasellus mica;nemat.;f.p.;SPECIE;23
481;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarellus;sileciacus;Rhodacarellus sileciacus;coll.;assay;SPECIE;23
482;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarellus;sileciacus;Rhodacarellus sileciacus;nemat.;f.p.;SPECIE;23
483;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarus;sp.;Rhodacarus sp.;nemat.;f.p.;SPECIE;23
484;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Rhodacaridae;Rhodacarus;denticulatus;Rhodacarus denticulatus;nemat.;f.p.;SPECIE;23
485;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Veigaioidea;Veigaiidae;Veigaia;pusilla;Veigaia pusilla;nemat.;mouth;SPECIE;23
486;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Veigaioidea;Veigaiidae;Veigaia;pusilla;Veigaia pusilla;coll.;f.p.;SPECIE;23
487;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;lanuginosus;Lepidorcyrtus lanuginosus;sap. fun.;gut;SPECIE;24
488;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;lanuginosus;Lepidorcyrtus lanuginosus;humus;gut;SPECIE;24
489;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;lanuginosus;Lepidorcyrtus lanuginosus;carrion;gut;SPECIE;24
490;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;humus;gut;SPECIE;24
491;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;sap. fun.;gut;SPECIE;24
492;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Folsomia;quadrioculata;Folsomia quadrioculata;carrion;gut;SPECIE;24
493;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotomiella;minor;Isotomiella minor;sap. fun.;gut;SPECIE;24
494;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotomiella;minor;Isotomiella minor;humus;gut;SPECIE;24
495;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotomiella;minor;Isotomiella minor;humus;gut;SPECIE;24
496;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotoma;notabilis;Isotoma notabilis;sap. fun.;gut;SPECIE;24
497;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotoma;notabilis;Isotoma notabilis;humus;gut;SPECIE;24
498;Entognatha;Collembola;;Arthropleona;;;;;Entomobryoidea;Isotomidae;Isotoma;notabilis;Isotoma notabilis;humus;gut;SPECIE;24
499;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Onychiuridae;Onychiurus;armatus;Onychiurus armatus;humus;gut;SPECIE;24
500;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Onychiuridae;Onychiurus;armatus;Onychiurus armatus;sap. fun.;gut;SPECIE;24
501;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Onychiuridae;Onychiurus;armatus;Onychiurus armatus;carrion;gut;SPECIE;24
502;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Onychiuridae;Tullbergia;krausbaueri;Tullbergia krausbaueri;humus;gut;SPECIE;24
503;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Onychiuridae;Tullbergia;krausbaueri;Tullbergia krausbaueri;carrion;gut;SPECIE;24
504;Entognatha;Collembola;;Arthropleona;;;;;Poduroidea;Onychiuridae;Tullbergia;krausbaueri;Tullbergia krausbaueri;sap. fun.;gut;SPECIE;24
505;Entognatha;Collembola;;Neelipleona;;;;;;Neelidae;Megalothorax;minimus;Megalothorax minimus;humus;gut;SPECIE;24
506;Entognatha;Collembola;;Neelipleona;;;;;;Neelidae;Megalothorax;minimus;Megalothorax minimus;carrion;gut;SPECIE;24
507;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Eviphididae;Alliphis;siculus;Alliphis siculus;nemat.;assay;SPECIE;268
508;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Eviphididae;Alliphis;siculus;Alliphis siculus;enchy.;assay;SPECIE;268
509;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Eviphididae;Alliphis;sp.;Alliphis sp.;nemat.;assay;GENERA;268
510;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Eviphididae;Alliphis;sp.;Alliphis sp.;enchy.;assay;GENERA;268
511;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Phytoseioidea ;Phytoseiidae;Amblyseius;sp.;Amblyseius sp.;coll.;obs.;GENERA;114
512;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Phytoseioidea ;Phytoseiidae;Amblyseius;sp.;Amblyseius sp.;mites;obs.;GENERA;114
513;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;coll.;obs.;GENERA;114
514;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;mites;obs.;GENERA;114
515;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;eggs;obs.;GENERA;114
516;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;bac.;obs.;GENERA;114
517;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;sap. fun.;obs.;GENERA;114
518;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ameroseiidae;Ameroseius;sp.;Ameroseius sp.;nemat.;obs.;GENERA;114
519;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;larvae;assay;SPECIE;115
520;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;eggs;assay;SPECIE;115
521;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;nemat.;assay;SPECIE;115
522;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;enchy.;assay;SPECIE;115
523;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;coll.;assay;SPECIE;115
524;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Arctoseius;cetratus;Arctoseius cetratus;mites;assay;SPECIE;115
525;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Androlaelaps;sp.;Androlaelaps sp.;larvae;obs.;GENERA;114
526;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Androlaelaps;sp.;Androlaelaps sp.;eggs;obs.;GENERA;114
527;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Androlaelaps;sp.;Androlaelaps sp.;nemat.;obs.;GENERA;114
528;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Androlaelaps;sp.;Androlaelaps sp.;enchy.;obs.;GENERA;114
529;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Androlaelaps;sp.;Androlaelaps sp.;coll.;obs.;GENERA;114
530;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Androlaelaps;sp.;Androlaelaps sp.;mites;obs.;GENERA;114
531;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Blattisocius;keegani;Blattisocius keegani;larvae;review;SPECIE;25
532;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Blattisocius;keegani;Blattisocius keegani;eggs;assay;SPECIE;269
533;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Blattisocius;keegani;Blattisocius keegani;nemat.;review;SPECIE;25
534;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Blattisocius;keegani;Blattisocius keegani;enchy.;review;SPECIE;25
535;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Blattisocius;keegani;Blattisocius keegani;coll.;review;SPECIE;25
536;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Blattisocius;keegani;Blattisocius keegani;mites;review;SPECIE;25
537;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Cheiroseius;sp.;Cheiroseius sp.;larvae;obs.;GENERA;270
538;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Cheiroseius;sp.;Cheiroseius sp.;eggs;obs.;GENERA;270
539;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Cheiroseius;sp.;Cheiroseius sp.;nemat.;obs.;GENERA;270
540;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Cheiroseius;sp.;Cheiroseius sp.;enchy.;obs.;GENERA;270
541;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Cheiroseius;sp.;Cheiroseius sp.;coll.;obs.;GENERA;270
542;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Cheiroseius;sp.;Cheiroseius sp.;mites;obs.;GENERA;270
543;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;foveolatus;Dendrolaelaps foveolatus;nemat.;obs.;SPECIE;270
544;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;foveolatus;Dendrolaelaps foveolatus;enchy.;obs.;SPECIE;270
545;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;sp.;Dendrolaelaps sp.;nemat.;obs.;GENERA;270
546;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Digamasellidae;Dendrolaelaps;sp.;Dendrolaelaps sp.;enchy.;obs.;GENERA;270
547;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Eviphididae;Eviphis;ostrinus;Eviphis ostrinus;nemat.;obs.;SPECIE;114
548;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Eviphididae;Eviphis;ostrinus;Eviphis ostrinus;enchy.;obs.;SPECIE;114
549;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Eviphididae;Eviphis;sp.;Eviphis sp.;nemat.;obs.;GENERA;114
550;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Eviphididae;Eviphis;sp.;Eviphis sp.;enchy.;obs.;GENERA;114
551;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;Geholaspis;longispinosus;Geholaspis longispinosus;nemat.;obs.;SPECIE;271
552;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;Geholaspis;longispinosus;Geholaspis longispinosus;enchy.;obs.;SPECIE;271
553;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;Geholaspis;sp.;Geholaspis sp.;nemat.;obs.;GENERA;271
554;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Eviphidoidea;Macrochelidae;Geholaspis;sp.;Geholaspis sp.;enchy.;obs.;GENERA;271
555;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;aculeifer;Hypoaspis aculeifer;eggs;assay;SPECIE;91
556;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;aculeifer;Hypoaspis aculeifer;coll.;assay;SPECIE;91
557;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;aculeifer;Hypoaspis aculeifer;mites;assay;SPECIE;91
558;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;aculeifer;Hypoaspis aculeifer;larvae;assay;SPECIE;91
559;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;aculeifer;Hypoaspis aculeifer;nemat.;assay;SPECIE;91
560;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;aculeifer;Hypoaspis aculeifer;enchy.;assay;SPECIE;91
561;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;angusticulata;Hypoaspis angusticulata;enchy.;assay;SPECIE;91
562;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;angusticulata;Hypoaspis angusticulata;nemat.;assay;SPECIE;91
563;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;sp.;Hypoaspis sp.;coll.;assay;GENERA;91
564;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;sp.;Hypoaspis sp.;mites;assay;GENERA;91
565;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;sp.;Hypoaspis sp.;larvae;assay;GENERA;91
566;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;sp.;Hypoaspis sp.;nemat.;assay;GENERA;91
567;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;sp.;Hypoaspis sp.;enchy.;assay;GENERA;91
568;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Hypoaspis;sp.;Hypoaspis sp.;eggs;assay;GENERA;91
569;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Iphidiozercon;sp.;Iphidiozercon sp.;coll.;obs.;GENERA;114
570;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Iphidiozercon;sp.;Iphidiozercon sp.;mites;obs.;GENERA;114
571;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Iphidiozercon;sp.;Iphidiozercon sp.;larvae;obs.;GENERA;114
572;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Iphidiozercon;sp.;Iphidiozercon sp.;nemat.;obs.;GENERA;114
573;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Iphidiozercon;sp.;Iphidiozercon sp.;enchy.;obs.;GENERA;114
574;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Iphidiozercon;sp.;Iphidiozercon sp.;eggs;obs.;GENERA;114
575;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Leioseius;sp.;Leioseius sp.;coll.;obs.;GENERA;114
576;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Leioseius;sp.;Leioseius sp.;mites;obs.;GENERA;114
577;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Leioseius;sp.;Leioseius sp.;larvae;obs.;GENERA;114
578;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Leioseius;sp.;Leioseius sp.;nemat.;obs.;GENERA;114
